"Date/Time","(9)","Shelf 1 H(23)","Shelf 1 T(23)","Shelf 2 H(24)","Shelf 2 T(24)","Shelf 3 H(25)","Shelf 3 T(25)","Shelf 4 H(26)","Shelf 4 T(26)","Shelf 5 H(27)","Shelf 5 T(27)","Shelf 6 H(28)","Shelf 6 T(28)","Relay 1(1)","Relay 2(2)","Relay 3(3)","Relay 4(4)","Relay 5(5)","Relay 6(6)","Reserved(7)","Fan(8)","11(10)","12(11)","21(12)","22(13)","31(14)","32(15)","41(16)","42(17)"
2015-9-11 20:31:32,38.24, 68.20, 24.30, 34.10, 25.80, 60.90, 25.90, 53.40, 27.20, 75.30, 23.20, 99.50, 25.40, "opened", "closed", "closed", "closed", "opened", "opened", "opened", "closed", 2.94, 2.16, -14.93, 3.36, -14.92, 4.13, -8.44, 2.12 
2015-9-11 20:36:32,38.68, 68.30, 24.30, 34.30, 25.70, 61.00, 25.90, 53.30, 27.20, 75.10, 23.20, 99.50, 25.40, "opened", "closed", "closed", "closed", "opened", "opened", "opened", "closed", 2.96, 2.15, -14.94, 3.34, -14.92, 4.11, -8.42, 2.10 
2015-9-11 20:41:34,37.97, 68.20, 24.30, 34.30, 25.70, 60.80, 25.80, 53.00, 27.20, 75.20, 23.20, 98.10, 25.30, "opened", "closed", "closed", "closed", "opened", "opened", "opened", "closed", 2.94, 2.15, -14.93, 3.31, -14.93, 4.11, -8.31, 2.11 
2015-9-11 20:46:34,37.58, 68.00, 24.30, 34.60, 25.50, 61.00, 25.80, 53.20, 27.20, 75.70, 23.20, 96.50, 25.30, "opened", "closed", "closed", "closed", "opened", "opened", "opened", "closed", 2.95, 2.16, -14.93, 3.36, -14.92, 4.11, -8.19, 2.12 
2015-9-11 20:51:36,37.71, 68.00, 24.30, 34.50, 25.50, 60.90, 25.80, 52.70, 27.20, 75.50, 23.20, 94.70, 25.30, "opened", "closed", "closed", "closed", "opened", "opened", "opened", "closed", 2.93, 2.17, -14.94, 3.34, -14.94, 4.12, -8.13, 2.12 
2015-9-11 20:56:36,37.38, 67.60, 24.30, 34.80, 25.50, 61.30, 25.70, 52.70, 27.20, 75.50, 23.20, 93.10, 25.20, "opened", "closed", "closed", "closed", "opened", "opened", "opened", "closed", 2.95, 2.15, -14.93, 3.45, -14.92, 4.13, -8.17, 2.13 
2015-9-11 21:1:38,37.87, 66.10, 24.30, 42.90, 25.40, 59.70, 25.70, 59.10, 27.20, 78.00, 23.20, 92.20, 25.10, "opened", "closed", "opened", "opened", "opened", "opened", "opened", "closed", 2.95, 2.15, -14.93, 3.41, -14.93, 4.13, -7.31, 2.12 
2015-9-11 21:6:38,37.03, 66.00, 24.30, 43.10, 25.30, 59.40, 25.70, 59.30, 27.00, 80.10, 23.10, 93.00, 25.10, "opened", "closed", "opened", "opened", "opened", "opened", "opened", "closed", 2.95, 2.15, -14.92, 3.41, -14.92, 4.12, -7.52, 2.11 
2015-9-11 21:11:40,36.87, 65.90, 24.30, 43.00, 25.20, 59.40, 25.60, 59.30, 26.90, 82.90, 23.10, 93.50, 25.10, "opened", "closed", "opened", "opened", "opened", "opened", "opened", "closed", 2.94, 2.16, -14.93, 3.41, -14.92, 4.12, -7.82, 2.12 
2015-9-11 21:16:41,36.15, 65.80, 24.30, 42.70, 25.20, 59.50, 25.60, 59.70, 26.80, 83.90, 23.20, 93.60, 25.10, "opened", "closed", "opened", "opened", "opened", "opened", "opened", "closed", 2.93, 2.15, -14.94, 3.39, -14.94, 4.10, -7.98, 2.11 
2015-9-11 21:21:43,36.29, 65.60, 24.30, 42.90, 25.10, 59.60, 25.60, 59.30, 26.70, 84.70, 23.10, 93.90, 25.10, "opened", "closed", "opened", "opened", "opened", "opened", "opened", "closed", 2.92, 2.15, -14.94, 3.39, -14.93, 4.11, -8.21, 2.12 
2015-9-11 21:26:43,35.91, 65.40, 24.30, 43.00, 25.10, 59.70, 25.60, 59.10, 26.70, 84.90, 23.10, 93.00, 25.00, "opened", "closed", "opened", "opened", "opened", "opened", "opened", "closed", 2.94, 2.14, -14.92, 3.41, -14.92, 4.10, -8.17, 2.11 
2015-9-11 21:31:44,35.44, 65.40, 24.20, 42.50, 25.10, 59.40, 25.60, 58.40, 26.60, 85.10, 23.10, 92.70, 25.00, "opened", "closed", "opened", "opened", "opened", "opened", "opened", "closed", 2.94, 2.14, -14.93, 3.39, -14.92, 4.11, -8.10, 2.12 
2015-9-11 21:36:44,34.69, 65.30, 24.20, 43.10, 25.00, 59.60, 25.50, 59.00, 26.50, 100.00, 23.10, 92.10, 25.00, "opened", "closed", "opened", "opened", "opened", "opened", "opened", "closed", 2.92, 2.14, -14.93, 3.39, -14.93, 4.11, -8.23, 2.11 
2015-9-11 21:41:46,34.70, 65.20, 24.30, 43.40, 25.00, 59.30, 25.50, 59.10, 26.50, 100.00, 23.10, 91.80, 24.90, "opened", "closed", "opened", "opened", "opened", "opened", "opened", "closed", 2.93, 2.15, -14.93, 3.39, -14.93, 4.07, -8.34, 2.10 
2015-9-11 21:46:46,34.81, 65.20, 24.20, 42.90, 25.00, 59.50, 25.50, 59.30, 26.40, 100.00, 23.10, 90.90, 24.90, "opened", "closed", "opened", "opened", "opened", "opened", "opened", "closed", 2.94, 2.14, -14.93, 3.39, -14.94, 4.09, -8.40, 2.09 
2015-9-11 21:51:48,34.27, 65.10, 24.30, 43.00, 24.90, 59.20, 25.50, 59.00, 26.40, 100.00, 23.00, 90.90, 24.90, "opened", "closed", "opened", "opened", "opened", "opened", "opened", "closed", 2.93, 2.14, -14.93, 3.37, -14.93, 4.09, -8.40, 2.09 
2015-9-11 21:56:48,34.22, 65.00, 24.30, 42.70, 24.90, 59.30, 25.40, 59.40, 26.30, 100.00, 23.10, 90.50, 24.80, "opened", "closed", "opened", "opened", "opened", "opened", "opened", "closed", 2.93, 2.15, -14.92, 3.38, -14.92, 4.11, -8.36, 2.10 
2015-9-11 22:1:50,34.66, 65.00, 24.30, 43.00, 24.90, 59.20, 25.40, 59.40, 26.30, 100.00, 23.10, 90.50, 24.90, "opened", "closed", "opened", "opened", "opened", "opened", "opened", "closed", 2.93, 2.14, -14.93, 3.36, -14.93, 4.08, -8.40, 2.09 
2015-9-11 22:6:50,33.84, 65.00, 24.30, 42.90, 24.90, 58.90, 25.40, 58.80, 26.20, 100.00, 23.00, 89.90, 24.80, "opened", "closed", "opened", "opened", "opened", "opened", "opened", "closed", 2.92, 2.13, -14.92, 3.37, -14.93, 4.09, -8.44, 2.09 
2015-9-11 22:11:51,34.10, 65.00, 24.30, 42.80, 24.80, 59.30, 25.40, 59.40, 26.10, 100.00, 23.00, 89.90, 24.80, "opened", "closed", "opened", "opened", "opened", "opened", "opened", "closed", 2.92, 2.14, -14.94, 3.35, -14.93, 4.05, -8.38, 2.08 
2015-9-11 22:16:51,34.18, 64.80, 24.20, 42.90, 24.80, 58.90, 25.40, 58.60, 26.10, 100.00, 23.00, 89.20, 24.80, "opened", "closed", "opened", "opened", "opened", "opened", "opened", "closed", 2.94, 2.14, -14.94, 3.36, -14.93, 4.06, -8.33, 2.08 
2015-9-11 22:21:53,33.99, 64.80, 24.20, 42.90, 24.80, 59.20, 25.40, 59.60, 26.10, 82.50, 22.90, 89.00, 24.70, "opened", "closed", "opened", "opened", "opened", "opened", "opened", "closed", 2.94, 2.13, -14.93, 3.36, -14.92, 4.06, -8.30, 2.08
2015-9-11 22:26:53,33.02, 64.80, 24.30, 42.50, 24.80, 58.70, 25.40, 59.50, 26.00, 100.00, 22.90, 89.00, 24.70, "opened", "closed", "opened", "opened", "opened", "opened", "opened", "closed", 2.92, 2.14, -14.93, 3.36, -14.93, 4.06, -8.25, 2.08 
2015-9-11 22:31:55,33.47, 64.70, 24.20, 42.00, 24.80, 58.60, 25.30, 59.00, 26.00, 100.00, 22.90, 89.00, 24.70, "opened", "closed", "opened", "opened", "opened", "opened", "opened", "closed", 2.92, 2.13, -14.93, 3.36, -14.92, 4.04, -8.24, 2.08 
2015-9-11 22:36:55,33.06, 64.60, 24.20, 42.30, 24.80, 58.40, 25.30, 59.10, 25.90, 100.00, 22.80, 89.00, 24.60, "opened", "closed", "opened", "opened", "opened", "opened", "opened", "closed", 2.92, 2.13, -14.93, 3.35, -14.93, 4.05, -8.23, 2.08 
2015-9-11 22:41:58,33.23, 64.60, 24.20, 42.10, 24.70, 58.80, 25.30, 59.50, 25.90, 80.60, 22.80, 88.90, 24.60, "opened", "closed", "opened", "opened", "opened", "opened", "opened", "closed", 2.95, 2.13, -14.93, 3.35, -14.92, 4.06, -8.38, 2.08 
2015-9-11 22:46:58,33.21, 64.50, 24.30, 42.50, 24.70, 58.60, 25.30, 59.30, 25.80, 80.50, 22.80, 89.60, 24.60, "opened", "closed", "opened", "opened", "opened", "opened", "opened", "closed", 2.93, 2.14, -14.93, 3.35, -14.93, 4.07, -8.45, 2.09 
2015-9-11 22:52:0,33.43, 64.40, 24.20, 42.50, 24.70, 58.60, 25.30, 59.40, 25.80, 82.40, 22.80, 89.40, 24.60, "opened", "closed", "opened", "opened", "opened", "opened", "opened", "closed", 2.92, 2.13, -14.93, 3.34, -14.93, 4.05, -8.54, 2.08 
2015-9-11 22:57:0,33.18, 64.40, 24.20, 42.20, 24.70, 58.50, 25.30, 59.60, 25.70, 81.70, 22.80, 90.00, 24.60, "opened", "closed", "opened", "opened", "opened", "opened", "opened", "closed", 2.94, 2.13, -14.93, 3.33, -14.93, 4.04, -8.60, 2.08 
2015-9-11 23:2:1,33.56, 64.30, 24.20, 42.40, 24.70, 58.50, 25.30, 59.60, 25.70, 81.70, 22.70, 89.90, 24.60, "opened", "closed", "opened", "opened", "opened", "opened", "opened", "closed", 2.92, 2.12, -14.93, 3.33, -14.94, 4.04, -8.63, 2.08 
2015-9-11 23:7:1,33.00, 64.30, 24.20, 42.40, 24.60, 58.30, 25.30, 59.80, 25.70, 81.10, 22.70, 90.40, 24.50, "opened", "closed", "opened", "opened", "opened", "opened", "opened", "closed", 2.93, 2.12, -14.94, 3.33, -14.93, 4.04, -8.54, 2.08 
2015-9-11 23:12:3,33.19, 64.30, 24.20, 42.30, 24.60, 58.50, 25.30, 60.10, 25.70, 100.00, 22.70, 90.60, 24.50, "opened", "closed", "opened", "opened", "opened", "opened", "opened", "closed", 2.92, 2.12, -14.93, 3.33, -14.92, 4.05, -8.75, 2.09 
2015-9-11 23:17:3,32.98, 64.30, 24.20, 42.20, 24.60, 58.30, 25.30, 60.00, 25.60, 80.90, 22.70, 91.40, 24.50, "opened", "closed", "opened", "opened", "opened", "opened", "opened", "closed", 2.94, 2.12, -14.93, 3.32, -14.92, 4.03, -8.83, 2.08 
2015-9-11 23:22:5,33.41, 64.20, 24.20, 42.20, 24.60, 58.30, 25.20, 60.40, 25.60, 84.20, 22.60, 92.20, 24.50, "opened", "closed", "opened", "opened", "opened", "opened", "opened", "closed", 2.91, 2.12, -14.94, 3.31, -14.94, 4.02, -8.90, 2.08 
2015-9-11 23:27:5,32.82, 64.20, 24.20, 41.90, 24.60, 58.40, 25.20, 60.60, 25.60, 81.70, 22.70, 93.00, 24.50, "opened", "closed", "opened", "opened", "opened", "opened", "opened", "closed", 2.93, 2.12, -14.93, 3.32, -14.92, 4.03, -8.87, 2.08 
2015-9-11 23:32:7,33.32, 64.20, 24.20, 41.90, 24.60, 58.50, 25.30, 60.60, 25.50, 100.00, 22.70, 94.00, 24.50, "opened", "closed", "opened", "opened", "opened", "opened", "opened", "closed", 2.92, 2.12, -14.94, 3.32, -14.94, 4.02, -8.78, 2.09 
2015-9-11 23:37:7,32.75, 64.10, 24.20, 42.40, 24.60, 58.50, 25.20, 60.70, 25.50, 80.30, 22.60, 95.40, 24.40, "opened", "closed", "opened", "opened", "opened", "opened", "opened", "closed", 2.93, 2.12, -14.93, 3.32, -14.93, 4.04, -8.69, 2.08 
2015-9-11 23:42:9,32.47, 64.10, 24.20, 41.90, 24.60, 58.60, 25.20, 60.70, 25.50, 81.60, 22.60, 97.10, 24.50, "opened", "closed", "opened", "opened", "opened", "opened", "opened", "closed", 2.92, 2.12, -14.93, 3.32, -14.92, 4.02, -8.63, 2.08 
2015-9-11 23:47:9,32.52, 64.10, 24.20, 42.00, 24.50, 58.70, 25.20, 60.40, 25.50, 81.20, 22.60, 98.60, 24.40, "opened", "closed", "opened", "opened", "opened", "opened", "opened", "closed", 2.92, 2.12, -14.93, 3.31, -14.93, 4.02, -8.81, 2.08 
2015-9-11 23:52:11,33.35, 63.90, 24.20, 42.10, 24.50, 58.90, 25.20, 60.30, 25.40, 79.50, 22.60, 99.10, 24.40, "opened", "closed", "opened", "opened", "opened", "opened", "opened", "closed", 2.94, 2.13, -14.93, 3.30, -14.92, 4.02, -8.92, 2.08 
2015-9-11 23:57:11,32.54, 63.90, 24.20, 42.10, 24.50, 59.00, 25.20, 60.60, 25.30, 92.90, 22.60, 99.50, 24.40, "opened", "closed", "opened", "opened", "opened", "opened", "opened", "closed", 2.90, 2.11, -14.93, 3.30, -14.92, 4.03, -8.98, 2.08 
